date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:56:12	9301/9301	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2016:56:27%20GMT	https://artofjiujitsu.com/cdn/shop/files/AOJ-ACADEMY-MV_300x300.jpg?v=1709574459	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/AOJ-ACADEMY-MV_300x300a6c7.jpg	(from https://artofjiujitsu.com/pages/join-academy)
09:56:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Apr%202024%2016:56:28%20GMT	http://artofjiujitsu.com/cdn/shop/files/KIDS-PROGRAM_08b7ecbc-1b94-4089-a973-2fb18492b01d_300x300.jpg?v=1708970942	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/KIDS-PROGRAM_08b7ecbc-1b94-4089-a973-2fb18492b01d_300x3008be1.jpg	(from https://artofjiujitsu.com/pages/join-academy)
09:56:13	10664/10664	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2016:56:28%20GMT	https://artofjiujitsu.com/cdn/shop/files/KIDS-PROGRAM_08b7ecbc-1b94-4089-a973-2fb18492b01d_300x300.jpg?v=1708970942	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/KIDS-PROGRAM_08b7ecbc-1b94-4089-a973-2fb18492b01d_300x3008be1.jpg	(from https://artofjiujitsu.com/pages/join-academy)
09:56:13	30297/30297	---MCZ	200	added ('OK')	application/javascript	etag:W/%22662abc71-7659%22	https://widgets.mindbodyonline.com/javascripts/healcode.js	C:/Users/rohan/Desktop/BJJWeb/Budoj/widgets.mindbodyonline.com/javascripts/healcode.js	(from https://artofjiujitsu.com/pages/join-academy)
09:56:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Apr%202024%2016:56:29%20GMT	http://artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_300x300.jpg?v=1697669084	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_300x300ceff.jpg	(from https://artofjiujitsu.com/pages/join-academy)
09:56:14	8245/8245	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2016:56:29%20GMT	https://artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_300x300.jpg?v=1697669084	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_300x300ceff.jpg	(from https://artofjiujitsu.com/pages/join-academy)
09:56:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Apr%202024%2016:56:29%20GMT	http://artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_{width}x.jpg?v=1697669084	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_{width}xceff.jpg	(from https://artofjiujitsu.com/pages/join-academy)
09:56:15	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Apr%202024%2016:56:30%20GMT	https://artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_%7Bwidth%7Dx.jpg?v=1697669084	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_{width}xceff.jpg	(from https://artofjiujitsu.com/pages/join-academy)
09:56:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Apr%202024%2016:56:30%20GMT	http://artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_2048x2048.jpg?v=1697669084	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_2048x2048ceff.jpg	(from https://artofjiujitsu.com/pages/join-academy)
09:56:16	334949/334949	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2016:56:30%20GMT	https://artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_2048x2048.jpg?v=1697669084	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/STARTER-PACK_47b6d03e-c227-4e20-9571-94c7573833d1_2048x2048ceff.jpg	(from https://artofjiujitsu.com/pages/join-academy)
09:56:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Apr%202024%2016:56:33%20GMT	http://artofjiujitsu.com/cdn/shop/files/preview_images/fafc59fffefb49ada43546719245a72f.thumbnail.0000000000_1220x.jpg?v=1695914982	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/preview_images/fafc59fffefb49ada43546719245a72f.thumbnail.0000000000_1220x3771.jpg	(from https://artofjiujitsu.com/pages/private-lessons)
09:56:19	566493/566493	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:8267ee62696ac640bd789306928e1f38%22	https://artofjiujitsu.com/pages/buy-guest-pass	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/pages/buy-guest-pass.html	(from https://artofjiujitsu.com/pages/book-trial-class)
09:56:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Apr%202024%2016:56:34%20GMT	http://artofjiujitsu.com/cdn/shop/files/preview_images/d0fd512763974368ab8c387e8baafe43.thumbnail.0000000000_1220x.jpg?v=1695915380	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/preview_images/d0fd512763974368ab8c387e8baafe43.thumbnail.0000000000_1220x7a01.jpg	(from https://artofjiujitsu.com/pages/private-lessons)
09:56:19	48711/48711	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2016:56:34%20GMT	https://artofjiujitsu.com/cdn/shop/files/preview_images/fafc59fffefb49ada43546719245a72f.thumbnail.0000000000_1220x.jpg?v=1695914982	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/preview_images/fafc59fffefb49ada43546719245a72f.thumbnail.0000000000_1220x3771.jpg	(from https://artofjiujitsu.com/pages/private-lessons)
09:56:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Apr%202024%2016:56:35%20GMT	http://artofjiujitsu.com/cdn/shop/t/2/assets/section-multi-scrollable.css?v=20310811496554001651695742640	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/t/2/assets/section-multi-scrollabledc18.css	(from https://artofjiujitsu.com/pages/private-lessons)
09:56:21	69093/69093	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2016:56:35%20GMT	https://artofjiujitsu.com/cdn/shop/files/preview_images/d0fd512763974368ab8c387e8baafe43.thumbnail.0000000000_1220x.jpg?v=1695915380	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/files/preview_images/d0fd512763974368ab8c387e8baafe43.thumbnail.0000000000_1220x7a01.jpg	(from https://artofjiujitsu.com/pages/private-lessons)
09:56:24	2266/2266	---MCZ	200	added ('OK')	text/css	date:Fri,%2029%20Mar%202024%2003:03:22%20GMT	https://artofjiujitsu.com/cdn/shop/t/2/assets/section-multi-scrollable.css?v=20310811496554001651695742640	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/cdn/shop/t/2/assets/section-multi-scrollabledc18.css	(from https://artofjiujitsu.com/pages/private-lessons)
09:56:27	165/165	---M--	200	added ('OK')	text/plain	etag:W/%22684802ebf1d2e126e262fd2585246433%22	https://aojplus.artofjiujitsu.com/robots.txt		(from https://artofjiujitsu.com/pages/academy)
09:56:27	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	C:/Users/rohan/Desktop/BJJWeb/Budoj/code.jquery.com/jquery-3.5.1.min.js	(from https://aojplus.artofjiujitsu.com/)
09:56:27	26730/26730	---M-Z	200	added ('OK')	application/javascript	etag:%22634ae7bc-26ba%22	https://cdnjs.cloudflare.com/ajax/libs/axios/1.1.3/axios.min.js	C:/Users/rohan/Desktop/BJJWeb/Budoj/cdnjs.cloudflare.com/ajax/libs/axios/1.1.3/axios.min.js	(from https://aojplus.artofjiujitsu.com/)
09:56:28	52709628/52709628	---M--	200	added ('OK')	video/mp4	date:Wed,%2006%20Mar%202024%2022:03:44%20GMT	https://cdn.shopify.com/videos/c/o/v/46a919b9ab8d4fb8aa8b56f846760b6f.mp4	C:/Users/rohan/Desktop/BJJWeb/Budoj/cdn.shopify.com/videos/c/o/v/46a919b9ab8d4fb8aa8b56f846760b6f.mp4	(from https://artofjiujitsu.com/pages/visiting-aoj)
09:56:28	2008/2008	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2015%20Apr%202024%2013:43:00%20GMT	https://assets-gke.uscreencdn.com/assets/storefront_analytics-2310fc484a500dd03da76285ea045dfd81895201323d411cbaf74b559f026ea3.js	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/assets/storefront_analytics-2310fc484a500dd03da76285ea045dfd81895201323d411cbaf74b559f026ea3.js	(from https://aojplus.artofjiujitsu.com/)
09:56:28	57690/57690	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Apr%202024%2010:42:47%20GMT	https://assets-gke.uscreencdn.com/packs/css/storefront_hotwire-styles-be31a0afcf2800ab8e88.css	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/packs/css/storefront_hotwire-styles-be31a0afcf2800ab8e88.css	(from https://aojplus.artofjiujitsu.com/)
09:56:28	221950/221950	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Apr%202024%2015:45:58%20GMT	https://assets-gke.uscreencdn.com/packs/js/storefront_hotwire-91d7446837030c3476d4.js	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/packs/js/storefront_hotwire-91d7446837030c3476d4.js	(from https://aojplus.artofjiujitsu.com/)
09:56:31	179599/179599	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Apr%202024%2014:07:47%20GMT	https://assets-gke.uscreencdn.com/assets/tailwind-09775fd311fa6a31c32a88696518a250a9f19605e9407d9130714ab694389c6d.css	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/assets/tailwind-09775fd311fa6a31c32a88696518a250a9f19605e9407d9130714ab694389c6d.css	(from https://aojplus.artofjiujitsu.com/)
09:56:31	14580/14580	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Apr%202024%2010:22:50%20GMT	https://assets-gke.uscreencdn.com/assets/storefront_common-97359f198d4a0829dfce1959a0fffffcb22d96aa33e304900e5fb16ec4c927e2.css	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/assets/storefront_common-97359f198d4a0829dfce1959a0fffffcb22d96aa33e304900e5fb16ec4c927e2.css	(from https://aojplus.artofjiujitsu.com/)
09:56:33	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/rohan/Desktop/BJJWeb/Budoj/www.google-analytics.com/analytics.js	(from https://aojplus.artofjiujitsu.com/)
09:56:34	674/674	---M--	200	added ('OK')	image/png	etag:%22eKBMkchGNsuYZiLcr2Q24bRKHm4UjWeP4zlfrk6d0XI%22	https://aojplus.artofjiujitsu.com/images/favicontypes/27071/favicon.1644196191.png	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/images/favicontypes/27071/favicon.1644196191.png	(from https://aojplus.artofjiujitsu.com/)
09:56:34	714322/714322	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Apr%202024%2015:45:58%20GMT	https://assets-gke.uscreencdn.com/packs/js/web-components-0edcb64658f8f32261a0.js	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/packs/js/web-components-0edcb64658f8f32261a0.js	(from https://aojplus.artofjiujitsu.com/)
09:56:34	67373/67373	---M-Z	200	added ('OK')	text/css	etag:W/%228e2b04118a3beda86a458318d4b08991%22	https://assets-gke.uscreencdn.com/theme_assets/26872/polaris.css?v=1704769677	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/theme_assets/26872/polaris40e0.css	(from https://aojplus.artofjiujitsu.com/)
09:56:34	2617/2617	---M-Z	200	added ('OK')	text/css	etag:W/%224d47b05079adbff8d94e10e15ca0b0df%22	https://assets-gke.uscreencdn.com/theme_assets/26872/vendor_css.css?v=1704769677	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/theme_assets/26872/vendor_css40e0.css	(from https://aojplus.artofjiujitsu.com/)
09:56:34	12251/12251	---M-Z	200	added ('OK')	text/css	etag:W/%2231b1aabd1119edff589759ed574bbf9f%22	https://assets-gke.uscreencdn.com/theme_assets/26872/style.css?v=1704769677	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/theme_assets/26872/style40e0.css	(from https://aojplus.artofjiujitsu.com/)
09:56:34	59375/59375	---M-Z	200	added ('OK')	text/javascript	etag:W/%22753250cd703c666c30eb490d96025ce4%22	https://assets-gke.uscreencdn.com/theme_assets/26872/polaris.js?v=1704769677	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/theme_assets/26872/polaris40e0.js	(from https://aojplus.artofjiujitsu.com/)
09:56:35	57709/57709	---M-Z	200	added ('OK')	text/javascript	etag:W/%22bc32e039e3d23f4f8ce3835ebe9bcde6%22	https://assets-gke.uscreencdn.com/theme_assets/26872/vendor_js.js?v=1704769677	C:/Users/rohan/Desktop/BJJWeb/Budoj/assets-gke.uscreencdn.com/theme_assets/26872/vendor_js40e0.js	(from https://aojplus.artofjiujitsu.com/)
09:56:36	530941/530941	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b6a4ab61ec6c8ebf657f2b0cfaa66a56%22	https://artofjiujitsu.com/pages/new-releases	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/pages/new-releases.html	(from https://aojplus.artofjiujitsu.com/)
09:56:36	39071/39071	---MCZ	200	added ('OK')	text/html	etag:W/%220b7f224d3a3812712165d7f51b1841c3%22	https://aojplus.artofjiujitsu.com/pages/free-content	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/pages/free-content.html	(from https://aojplus.artofjiujitsu.com/)
09:56:37	612708/612708	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:3e0727353bece40b37cf511aee01976b%22	https://artofjiujitsu.com/pages/subscription	C:/Users/rohan/Desktop/BJJWeb/Budoj/artofjiujitsu.com/pages/subscription.html	(from https://aojplus.artofjiujitsu.com/)
09:56:37	2471/2471	---M--	200	added ('OK')	image/png	etag:%225mC/NIv4nUoIL4Bj2z5H+CyTKmxgeny/qJRfzOu2NJU%22	https://alpha.uscreencdn.com/99xnull/26872/uploads/a904d2fa-a697-4954-a58f-1304a46122c7.png?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/99xnull/26872/uploads/a904d2fa-a697-4954-a58f-1304a46122c7d8e8.png	(from https://aojplus.artofjiujitsu.com/)
09:56:37	4262/4262	---M--	200	added ('OK')	image/png	etag:%22y7DXr9zJMuUNdMQG2gzbcn9xoCwRY3wddjEy58vxsjs%22	https://alpha.uscreencdn.com/198xnull/26872/uploads/a904d2fa-a697-4954-a58f-1304a46122c7.png?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/198xnull/26872/uploads/a904d2fa-a697-4954-a58f-1304a46122c7d8e8.png	(from https://aojplus.artofjiujitsu.com/)
09:56:38	121651/121651	---MCZ	200	added ('OK')	text/html	etag:W/%22beb82beaf110ce54642d70a66a59ae8a%22	https://aojplus.artofjiujitsu.com/programs/inside-aoj	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/programs/inside-aoj.html	(from https://aojplus.artofjiujitsu.com/)
09:56:39	121630/121630	---MCZ	200	added ('OK')	text/html	etag:W/%2212d6abde1d4fb4cd9ee0a565b5d5e2da%22	https://aojplus.artofjiujitsu.com/categories/on-demand	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/categories/on-demand.html	(from https://aojplus.artofjiujitsu.com/)
09:56:39	122228/122228	---MCZ	200	added ('OK')	text/html	etag:W/%226cdb3b49a0add9ffe49326d8bba9055f%22	https://aojplus.artofjiujitsu.com/programs/gola-y-manga-serie-en-espanol-de-pablo-lavaselli	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/programs/gola-y-manga-serie-en-espanol-de-pablo-lavaselli.html	(from https://aojplus.artofjiujitsu.com/)
09:56:39	994/994	---M--	200	added ('OK')	image/jpeg	etag:%22vg93/pX5RwzwSiicqtOyl6/UUY7UAII8l0QQOUWLsI4%22	https://alpha.uscreencdn.com/15xnull/assets%2Fassets%2F26872%2Fgola-y-manga.1709222758.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/15xnull/assets/assets/26872/gola-y-manga.1709222758d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:40	39346/39346	---M--	200	added ('OK')	image/jpeg	etag:%22rjpQAOzgo/gjZH7zduOxPhRMvCLRua8njkny/x3kqy4%22	https://alpha.uscreencdn.com/499xnull/assets%2Fassets%2F26872%2Fgola-y-manga.1709222758.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/499xnull/assets/assets/26872/gola-y-manga.1709222758d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:41	122176/122176	---MCZ	200	added ('OK')	text/html	etag:W/%226fce922f0467f4541962217cf1a72d1d%22	https://aojplus.artofjiujitsu.com/programs/submission-series-2023-competition-season-tainan-dalpra	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/programs/submission-series-2023-competition-season-tainan-dalpra.html	(from https://aojplus.artofjiujitsu.com/)
09:56:41	975/975	---M--	200	added ('OK')	image/jpeg	etag:%22q46lfP2sIQUmwFhO2eh4MrXMpVhDksHjx+mo05bDCQI%22	https://alpha.uscreencdn.com/15xnull/assets%2Fassets%2F26872%2Fsubmission-series-tainan-dalpra.1702593670.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/15xnull/assets/assets/26872/submission-series-tainan-dalpra.1702593670d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:41	33447/33447	---M--	200	added ('OK')	image/jpeg	etag:%22dt96RAuU685dhWG/E5Olb0kjFdClnc4JRDhfs3vPUKY%22	https://alpha.uscreencdn.com/499xnull/assets%2Fassets%2F26872%2Fsubmission-series-tainan-dalpra.1702593670.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/499xnull/assets/assets/26872/submission-series-tainan-dalpra.1702593670d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:42	122287/122287	---MCZ	200	added ('OK')	text/html	etag:W/%22d9d58f18de5cef391edacb1b2298c15b%22	https://aojplus.artofjiujitsu.com/programs/anaconda-choke-masterclass-rafael-mendes	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/programs/anaconda-choke-masterclass-rafael-mendes.html	(from https://aojplus.artofjiujitsu.com/)
09:56:42	1006/1006	---M--	200	added ('OK')	image/jpeg	etag:%22ugmF/MXsCU9i5PXK+HzepfDKDb5tdQy8XdkfSYo5py8%22	https://alpha.uscreencdn.com/15xnull/assets%2Fassets%2F26872%2Fanaconda-choke-masterclass.1700757958.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/15xnull/assets/assets/26872/anaconda-choke-masterclass.1700757958d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:42	47819/47819	---M--	200	added ('OK')	image/jpeg	etag:%220EBQpR/lV9khLLgjGOEZ0cJ+Dsh+3f/s5Aj3IvIbM8E%22	https://alpha.uscreencdn.com/499xnull/assets%2Fassets%2F26872%2Fanaconda-choke-masterclass.1700757958.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/499xnull/assets/assets/26872/anaconda-choke-masterclass.1700757958d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:43	122455/122455	---MCZ	200	added ('OK')	text/html	etag:W/%2258c71fdd9810cf99ba98f5290ce41774%22	https://aojplus.artofjiujitsu.com/programs/on-demand-armbar-masterclass	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/programs/on-demand-armbar-masterclass.html	(from https://aojplus.artofjiujitsu.com/)
09:56:43	907/907	---M--	200	added ('OK')	image/png	etag:%22cf9KsNjy/QARY+Z/gddaZGt1Ap5T/Mc/OXcg/sMJNSY%22	https://alpha.uscreencdn.com/15xnull/assets/26872/HPzTNXojT0CG76mUBn9R_ARMBAR-MASTERCLASS.png?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/15xnull/assets/26872/HPzTNXojT0CG76mUBn9R_ARMBAR-MASTERCLASSd8e8.png	(from https://aojplus.artofjiujitsu.com/)
09:56:43	416998/416998	---M--	200	added ('OK')	image/png	etag:%22rhFat2EAZqsK5AuQCofN5xYgaUyJgw/X9Is01XMMgcY%22	https://alpha.uscreencdn.com/499xnull/assets/26872/HPzTNXojT0CG76mUBn9R_ARMBAR-MASTERCLASS.png?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/499xnull/assets/26872/HPzTNXojT0CG76mUBn9R_ARMBAR-MASTERCLASSd8e8.png	(from https://aojplus.artofjiujitsu.com/)
09:56:44	122327/122327	---MCZ	200	added ('OK')	text/html	etag:W/%225b942e96704bda2e98e1eeabe420339e%22	https://aojplus.artofjiujitsu.com/programs/on-demand-passing-the-lasso-and-spider-guard	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/programs/on-demand-passing-the-lasso-and-spider-guard.html	(from https://aojplus.artofjiujitsu.com/)
09:56:44	1017/1017	---M--	200	added ('OK')	image/jpeg	etag:%22gfAAFWTnuX3oJpZqCYZ/98nNqP9jahdGouYjGsQSx5M%22	https://alpha.uscreencdn.com/15xnull/assets%2Fassets%2F26872%2Fpassing-lasso-spider-guard-5x7.1694102787.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/15xnull/assets/assets/26872/passing-lasso-spider-guard-5x7.1694102787d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:44	44509/44509	---M--	200	added ('OK')	image/jpeg	etag:%22Lad3gud4R+6gIYVnDpeblVTFMnbGL15Y+sMO8OK+teg%22	https://alpha.uscreencdn.com/499xnull/assets%2Fassets%2F26872%2Fpassing-lasso-spider-guard-5x7.1694102787.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/499xnull/assets/assets/26872/passing-lasso-spider-guard-5x7.1694102787d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:45	122284/122284	---MCZ	200	added ('OK')	text/html	etag:W/%22a4b6818a566c88e524f1af5c6fffcff9%22	https://aojplus.artofjiujitsu.com/programs/on-demand-finishing-the-pass-gui-mendes	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/programs/on-demand-finishing-the-pass-gui-mendes.html	(from https://aojplus.artofjiujitsu.com/)
09:56:45	1018/1018	---M--	200	added ('OK')	image/jpeg	etag:%22b/pMEjQGPQQONQuGaDGlZrKvmmAVxTc13n4O4SzJYZs%22	https://alpha.uscreencdn.com/15xnull/assets%2Fassets%2F26872%2Ffinishing-the-pass-vertical.1685242145.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/15xnull/assets/assets/26872/finishing-the-pass-vertical.1685242145d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:45	48361/48361	---M--	200	added ('OK')	image/jpeg	etag:%22oJbgCyx3QrlHU3vcDE9eoyZNjmPG2k4sxhYKDb0uqo8%22	https://alpha.uscreencdn.com/499xnull/assets%2Fassets%2F26872%2Ffinishing-the-pass-vertical.1685242145.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/499xnull/assets/assets/26872/finishing-the-pass-vertical.1685242145d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:46	122389/122389	---MCZ	200	added ('OK')	text/html	etag:W/%22ff018600a4a4d476c964535b9e036615%22	https://aojplus.artofjiujitsu.com/programs/on-demand-game-theory-tainan-dalpra-gui-mendes	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/programs/on-demand-game-theory-tainan-dalpra-gui-mendes.html	(from https://aojplus.artofjiujitsu.com/)
09:56:46	999/999	---M--	200	added ('OK')	image/jpeg	etag:%22FMN0YknZQBf7npocPU42mRPPNBjJVEA+vvILHNjpnjs%22	https://alpha.uscreencdn.com/15xnull/assets%2Fassets%2F26872%2Fgame-theory.1684210442.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/15xnull/assets/assets/26872/game-theory.1684210442d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:46	53392/53392	---M--	200	added ('OK')	image/jpeg	etag:%22kx1gEBgXRtDasYyiA4dd0jAE/+wEM4+EMRMj2wsxlHM%22	https://alpha.uscreencdn.com/499xnull/assets%2Fassets%2F26872%2Fgame-theory.1684210442.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/499xnull/assets/assets/26872/game-theory.1684210442d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
09:56:47	122105/122105	---MCZ	200	added ('OK')	text/html	etag:W/%22d4a290954bb93b74eb2f5ed5bae38719%22	https://aojplus.artofjiujitsu.com/programs/on-demand-back-take-masterclass-tainan-dalpra	C:/Users/rohan/Desktop/BJJWeb/Budoj/aojplus.artofjiujitsu.com/programs/on-demand-back-take-masterclass-tainan-dalpra.html	(from https://aojplus.artofjiujitsu.com/)
09:56:47	1028/1028	---M--	200	added ('OK')	image/jpeg	etag:%22MGvTYBigF3M9JtxTAe0v1QnwHwxSatCMD4jLliVXJko%22	https://alpha.uscreencdn.com/15xnull/assets%2Fassets%2F26872%2Fback-take-masterclass.1684211002.jpg?auto=webp	C:/Users/rohan/Desktop/BJJWeb/Budoj/alpha.uscreencdn.com/15xnull/assets/assets/26872/back-take-masterclass.1684211002d8e8.jpg	(from https://aojplus.artofjiujitsu.com/)
